,a01,stime_h_xxa,stime_m_xxa,res_id_xxa,consent_xxa,xxa_slno,xxa_pid,xxa_mid,xxa_01,xxa_02,xxa_03,xxa_04,xxa_05,xxa_06,xxa_07,xxa_08,xxa_09,xxa_10,xxa_11,xxa_12,xxa_13,xxa_14,xxa_15a,xxa_15b,xxa_15c,xxa_16,xxa_17a,xxa_17b,xxa_17c,xxa_18a,xxa_18b,xxa_18c,etime_h_xxa,etime_m_xxa,flag,hhid2,hh_type,round
1766,1657.1,0.0,,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,1657.1,BIHS households,Round 3 (2018-19)
1767,1657.2,0.0,,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,1657.2,BIHS households,Round 3 (2018-19)
1768,1658.0,0.0,,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,1658,BIHS households,Round 3 (2018-19)
1769,1659.0,0.0,,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,1659,BIHS households,Round 3 (2018-19)
1770,1660.0,8.0,50.0,1.0,Yes,1,81.0,2.0,21.0,12.0,Completed class VII,Completed class VII,Completed class IV,Completed class IV,16.0,MA/MSC and above Kamil,SSC/ Dakhil,Yes,Medium trader (shop or small store),Yes,4.0,3.0,0.0,0.0,0.0,300000.0,0.0,0.0,0.0,Marriage proposals were coming for her,Thought the groom was very good and they might not get such,,8.0,54.0,,1660,BIHS households,Round 3 (2018-19)
1771,1660.0,,,1.0,Yes,2,82.0,4.0,23.0,12.0,Completed class VII,Completed class VII,Completed class IV,Completed class IV,16.0,MA/MSC and above Kamil,SSC/ Dakhil,Yes,Medium trader (shop or small store),Yes,4.0,3.0,0.0,0.0,0.0,400000.0,0.0,0.0,0.0,Marriage proposals were coming for her,Thought the groom was very good and they might not get such,,,,,1660,BIHS households,Round 3 (2018-19)
1772,1661.0,0.0,,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,1661,BIHS households,Round 3 (2018-19)
1773,1662.0,0.0,,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,1662,BIHS households,Round 3 (2018-19)
1774,1663.0,0.0,,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,1663,BIHS households,Round 3 (2018-19)
1775,1664.0,14.0,6.0,1.0,Yes,1,81.0,3.0,28.0,12.0,Completed class VII,Completed class VII,Completed class VIII,Completed class VIII,14.0,Never attended school,Never attended school,No,,Yes,4.0,3.0,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,Marriage proposals were coming for her,,,14.0,12.0,,1664,BIHS households,Round 3 (2018-19)
1776,1665.0,0.0,,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,1665,BIHS households,Round 3 (2018-19)
1777,1666.0,0.0,,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,1666,BIHS households,Round 3 (2018-19)
1778,1668.1,0.0,,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,1668.1,BIHS households,Round 3 (2018-19)
1779,1668.2,0.0,,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,1668.2,BIHS households,Round 3 (2018-19)
1780,1669.0,0.0,,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,1669,BIHS households,Round 3 (2018-19)
1781,1670.0,0.0,,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,1670,BIHS households,Round 3 (2018-19)
1782,1671.0,0.0,,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,1671,BIHS households,Round 3 (2018-19)
1783,1672.0,0.0,,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,1672,BIHS households,Round 3 (2018-19)
1784,1673.0,0.0,,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,1673,BIHS households,Round 3 (2018-19)
1785,1674.0,0.0,,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,1674,BIHS households,Round 3 (2018-19)
1786,1675.0,0.0,,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,1675,BIHS households,Round 3 (2018-19)
1787,1676.0,0.0,,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,1676,BIHS households,Round 3 (2018-19)
1788,1677.0,8.0,55.0,2.0,Yes,1,81.0,3.0,26.0,11.0,SSC/ Dakhil,Completed class IX,Diploma Enginee,Diploma Enginee,15.0,HSC/Alim,HSC/Alim,Yes,Other wage labor (specify),Yes,1.0,1.0,0.0,0.0,0.0,300000.0,10000.0,0.0,0.0,Thought the groom was very good and they might not get such,Pressure from relatives,,9.0,1.0,,1677,BIHS households,Round 3 (2018-19)
1789,1678.0,0.0,,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,1678,BIHS households,Round 3 (2018-19)
1790,1679.2,0.0,,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,1679.2,BIHS households,Round 3 (2018-19)
1791,1680.0,0.0,,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,1680,BIHS households,Round 3 (2018-19)
1792,1681.0,10.0,21.0,1.0,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,22.0,,1681,BIHS and additional hhs for FTF,Round 3 (2018-19)
1793,1682.0,8.0,0.0,1.0,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,1.0,,1682,BIHS and additional hhs for FTF,Round 3 (2018-19)
1794,1683.0,8.0,43.0,2.0,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,44.0,,1683,BIHS and additional hhs for FTF,Round 3 (2018-19)
1795,1684.0,8.0,32.0,2.0,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,33.0,,1684,BIHS and additional hhs for FTF,Round 3 (2018-19)
1796,1685.0,8.0,33.0,2.0,Yes,1,81.0,3.0,21.0,13.0,Completed class IX,Completed class IX,HSC/Alim,HSC/Alim,16.0,Never attended school,Completed class VIII,Yes,Working own farm (crop),Yes,1.0,0.0,0.0,24000.0,0.0,150000.0,0.0,5000.0,0.0,Out of fear of harassment by boys/men,,,8.0,41.0,,1685,BIHS and additional hhs for FTF,Round 3 (2018-19)
1797,1686.0,8.0,56.0,1.0,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,57.0,,1686,BIHS and additional hhs for FTF,Round 3 (2018-19)
1798,1687.0,9.0,15.0,2.0,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,16.0,,1687,BIHS and additional hhs for FTF,Round 3 (2018-19)
1799,1688.0,8.0,30.0,1.0,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,31.0,,1688,BIHS and additional hhs for FTF,Round 3 (2018-19)
1800,1689.0,8.0,35.0,2.0,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,36.0,,1689,BIHS and additional hhs for FTF,Round 3 (2018-19)
1801,1691.0,8.0,9.0,2.0,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,10.0,,1691,BIHS and additional hhs for FTF,Round 3 (2018-19)
1802,1693.0,8.0,41.0,2.0,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,41.0,,1693,BIHS and additional hhs for FTF,Round 3 (2018-19)
1803,1694.0,8.0,53.0,2.0,Yes,1,81.0,3.0,25.0,12.0,Completed class VII,Completed class VII,HSC/Alim,HSC/Alim,14.0,Completed class VII,Never attended school,Yes,Working own farm (crop),Yes,1.0,2.0,0.0,25000.0,0.0,Not applicable,Not applicable,Not applicable,Not applicable,"Economic condition was poor to support her (food, education,",,,8.0,58.0,,1694,BIHS and additional hhs for FTF,Round 3 (2018-19)
1804,1695.0,11.0,8.0,1.0,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,9.0,,1695,BIHS and additional hhs for FTF,Round 3 (2018-19)
1805,1696.0,9.0,45.0,2.0,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,46.0,,1696,BIHS and additional hhs for FTF,Round 3 (2018-19)
1806,1697.0,13.0,1.0,1.0,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,1.0,,1697,BIHS and additional hhs for FTF,Round 3 (2018-19)
1807,1698.0,8.0,27.0,2.0,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,27.0,,1698,BIHS and additional hhs for FTF,Round 3 (2018-19)
1808,1699.0,14.0,30.0,2.0,Yes,1,81.0,3.0,22.0,12.0,Completed class VIII,Completed class VIII,Completed class IV,Completed class IV,14.0,Completed class VIII,Never attended school,Yes,Service (private sector ),Yes,0.0,2.0,0.0,35200.0,15000.0,100000.0,3500.0,700.0,0.0,Thought the groom was very good and they might not get such,,,14.0,40.0,,1699,BIHS and additional hhs for FTF,Round 3 (2018-19)
1809,1700.0,8.0,25.0,2.0,Yes,1,81.0,5.0,25.0,11.0,Completed class VI,Completed class VI,Completed class V,Completed class V,13.0,Never attended school,Completed class IV,Yes,Working own farm (crop),Yes,4.0,4.0,0.0,50000.0,50000.0,150000.0,0.0,0.0,0.0,Marriage proposals were coming for her,Out of fear of harassment by boys/men,,8.0,25.0,,1700,BIHS and additional hhs for FTF,Round 3 (2018-19)
1810,1701.0,13.0,1.0,1.0,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,2.0,,1701,BIHS and additional hhs for FTF,Round 3 (2018-19)
1811,1702.0,8.0,20.0,4.0,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,21.0,,1702,BIHS and additional hhs for FTF,Round 3 (2018-19)
1812,1703.0,8.0,26.0,4.0,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,26.0,,1703,BIHS and additional hhs for FTF,Round 3 (2018-19)
1813,1704.0,8.0,34.0,2.0,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,34.0,,1704,BIHS and additional hhs for FTF,Round 3 (2018-19)
1814,1705.0,8.0,16.0,2.0,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,17.0,,1705,BIHS and additional hhs for FTF,Round 3 (2018-19)
1815,1706.0,8.0,16.0,2.0,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,16.0,,1706,BIHS and additional hhs for FTF,Round 3 (2018-19)
1816,1707.0,11.0,24.0,1.0,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,24.0,,1707,BIHS and additional hhs for FTF,Round 3 (2018-19)
1817,1708.1,13.0,10.0,2.0,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,11.0,,1708.1,BIHS and additional hhs for FTF,Round 3 (2018-19)
1818,1708.2,8.0,32.0,4.0,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,33.0,,1708.2,BIHS and additional hhs for FTF,Round 3 (2018-19)
1819,1709.0,11.0,10.0,1.0,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,11.0,,1709,BIHS and additional hhs for FTF,Round 3 (2018-19)
1820,1710.0,16.0,46.0,2.0,Yes,1,81.0,4.0,24.0,13.0,Completed class IX,Completed class IX,Completed class VII,Completed class VII,14.0,Completed class IV,Completed class V,Yes,Working own farm (crop),Yes,2.0,1.0,0.0,50000.0,0.0,Not applicable,Not applicable,Not applicable,Not applicable,Thought the groom was very good and they might not get such,Marriage proposals were coming for her,,16.0,51.0,,1710,BIHS and additional hhs for FTF,Round 3 (2018-19)
1821,1711.0,8.0,1.0,2.0,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,2.0,,1711,BIHS and additional hhs for FTF,Round 3 (2018-19)
1822,1712.0,8.0,17.0,1.0,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,18.0,,1712,BIHS and additional hhs for FTF,Round 3 (2018-19)
1823,1713.0,12.0,38.0,2.0,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,39.0,,1713,BIHS and additional hhs for FTF,Round 3 (2018-19)
1824,1714.0,8.0,41.0,2.0,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,41.0,,1714,BIHS and additional hhs for FTF,Round 3 (2018-19)
1825,1715.0,8.0,6.0,2.0,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,7.0,,1715,BIHS and additional hhs for FTF,Round 3 (2018-19)
1826,1716.0,8.0,42.0,2.0,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,42.0,,1716,BIHS and additional hhs for FTF,Round 3 (2018-19)
1827,1717.0,8.0,5.0,2.0,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,6.0,,1717,BIHS and additional hhs for FTF,Round 3 (2018-19)
1828,1718.0,15.0,51.0,1.0,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,51.0,,1718,BIHS and additional hhs for FTF,Round 3 (2018-19)
1829,1719.0,15.0,44.0,4.0,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,45.0,,1719,BIHS and additional hhs for FTF,Round 3 (2018-19)
1830,1720.0,9.0,17.0,2.0,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,17.0,,1720,BIHS and additional hhs for FTF,Round 3 (2018-19)
1831,1721.0,8.0,40.0,2.0,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,40.0,,1721,BIHS and additional hhs for FTF,Round 3 (2018-19)
1832,1722.0,9.0,40.0,2.0,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,40.0,,1722,BIHS and additional hhs for FTF,Round 3 (2018-19)
1833,1723.0,9.0,15.0,1.0,Yes,1,81.0,2.0,17.0,12.0,Completed class V,Completed class V,Completed class V,Completed class V,15.0,Any class before Class I (General),Never attended school,Yes,Working own farm (crop),Yes,2.0,1.0,10000.0,0.0,0.0,100001.0,0.0,0.0,0.0,The girl herself wanted to marry,,,9.0,20.0,,1723,BIHS and additional hhs for FTF,Round 3 (2018-19)
1834,1724.1,8.0,16.0,2.0,Yes,1,81.0,5.0,26.0,13.0,Completed class VI,Completed class VI,Completed class VIII,Completed class VIII,15.0,Never attended school,Never attended school,Yes,Agricultural day labor,Yes,2.0,2.0,0.0,0.0,0.0,200000.0,4000.0,0.0,0.0,Marriage proposals were coming for her,Thought the groom was very good and they might not get such,,8.0,22.0,,1724.1,BIHS and additional hhs for FTF,Round 3 (2018-19)
1835,1724.2,13.0,26.0,7.0,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,27.0,,1724.2,BIHS and additional hhs for FTF,Round 3 (2018-19)
1836,1724.3,10.0,1.0,8.0,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,1.0,,1724.3,BIHS and additional hhs for FTF,Round 3 (2018-19)
1837,1725.0,9.0,6.0,2.0,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,6.0,,1725,BIHS and additional hhs for FTF,Round 3 (2018-19)
1838,1726.0,8.0,36.0,1.0,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,37.0,,1726,BIHS and additional hhs for FTF,Round 3 (2018-19)
1839,1727.0,9.0,0.0,2.0,Yes,1,81.0,3.0,25.0,12.0,Completed class VI,Completed class VI,Completed class IX,Completed class IX,14.0,Never attended school,Completed class II,Yes,Rickshaw/van pulling,Yes,1.0,0.0,0.0,50000.0,0.0,150000.0,5000.0,10000.0,0.0,Thought the groom was very good and they might not get such,,,9.0,5.0,,1727,BIHS and additional hhs for FTF,Round 3 (2018-19)
1840,1728.0,14.0,7.0,3.0,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,7.0,,1728,BIHS and additional hhs for FTF,Round 3 (2018-19)
1841,1729.1,13.0,36.0,2.0,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,36.0,,1729.1,BIHS and additional hhs for FTF,Round 3 (2018-19)
1842,1729.2,8.0,53.0,5.0,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,53.0,,1729.2,BIHS and additional hhs for FTF,Round 3 (2018-19)
1843,1730.0,8.0,20.0,2.0,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,25.0,,1730,BIHS and additional hhs for FTF,Round 3 (2018-19)
1844,1731.0,9.0,56.0,4.0,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,57.0,,1731,BIHS and additional hhs for FTF,Round 3 (2018-19)
1845,1732.0,8.0,53.0,5.0,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,53.0,,1732,BIHS and additional hhs for FTF,Round 3 (2018-19)
1846,1733.0,14.0,28.0,1.0,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,28.0,,1733,BIHS and additional hhs for FTF,Round 3 (2018-19)
1847,1735.0,8.0,52.0,2.0,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,52.0,,1735,BIHS and additional hhs for FTF,Round 3 (2018-19)
1848,1736.0,8.0,31.0,2.0,Yes,1,81.0,3.0,30.0,12.0,Completed class VII,Completed class VII,Completed class VIII,Completed class VIII,18.0,Never attended school,Never attended school,Yes,Working own farm (crop),Yes,2.0,2.0,0.0,0.0,150000.0,Don?t know,0.0,0.0,0.0,Not applicable; she was married after turning 18,,,8.0,40.0,,1736,BIHS and additional hhs for FTF,Round 3 (2018-19)
1849,1737.0,12.0,15.0,1.0,Yes,1,81.0,2.0,19.0,13.0,SSC/ Dakhil,SSC/ Dakhil,Completed class VI,Completed class VI,17.0,Completed class V,Never attended school,Yes,Carpenter,Yes,2.0,4.0,30000.0,0.0,8000.0,50000.0,1000.0,0.0,0.0,"If the girl gets more education, it will be difficult to fin",Thought the groom was very good and they might not get such,,12.0,20.0,,1737,BIHS and additional hhs for FTF,Round 3 (2018-19)
1850,1738.0,8.0,53.0,2.0,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,53.0,,1738,BIHS and additional hhs for FTF,Round 3 (2018-19)
1851,1739.1,11.0,40.0,2.0,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,40.0,,1739.1,BIHS and additional hhs for FTF,Round 3 (2018-19)
1852,1739.2,8.0,51.0,5.0,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,51.0,,1739.2,BIHS and additional hhs for FTF,Round 3 (2018-19)
1853,1740.0,9.0,22.0,1.0,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,22.0,,1740,BIHS and additional hhs for FTF,Round 3 (2018-19)
1854,1741.0,0.0,,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,1741,BIHS households,Round 3 (2018-19)
1855,1742.0,0.0,,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,1742,BIHS households,Round 3 (2018-19)
1856,1743.1,0.0,,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,1743.1,BIHS households,Round 3 (2018-19)
1857,1743.2,0.0,,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,1743.2,BIHS households,Round 3 (2018-19)
1858,1745.0,0.0,,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,1745,BIHS households,Round 3 (2018-19)
1859,1746.0,9.0,27.0,1.0,Yes,1,81.0,2.0,23.0,12.0,Completed class IV,Completed class IV,Never attended school,Never attended school,18.0,Never attended school,Never attended school,No,,Yes,3.0,2.0,0.0,0.0,12000.0,30000.0,0.0,0.0,0.0,Not applicable; she was married after turning 18,,,9.0,30.0,,1746,BIHS households,Round 3 (2018-19)
1860,1749.1,0.0,,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,1749.1,BIHS households,Round 3 (2018-19)
1861,1749.2,0.0,,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,1749.2,BIHS households,Round 3 (2018-19)
1862,1750.0,0.0,,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,1750,BIHS households,Round 3 (2018-19)
1863,1751.0,0.0,,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,1751,BIHS households,Round 3 (2018-19)
1864,1752.0,0.0,,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,1752,BIHS households,Round 3 (2018-19)
1865,1753.0,9.0,38.0,1.0,Yes,1,81.0,3.0,20.0,13.0,Completed class III,Completed class III,Completed class V,Completed class V,14.0,Completed class V,Never attended school,Yes,Earth work (other),Yes,2.0,1.0,0.0,0.0,30000.0,80001.0,0.0,0.0,0.0,She was harassed by local boys/men,Marriage proposals were coming for her,,9.0,46.0,,1753,BIHS households,Round 3 (2018-19)
1866,1754.0,0.0,,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,1754,BIHS households,Round 3 (2018-19)
1867,1755.0,0.0,,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,1755,BIHS households,Round 3 (2018-19)
1868,1756.0,0.0,,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,1756,BIHS households,Round 3 (2018-19)
1869,1757.0,0.0,,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,1757,BIHS households,Round 3 (2018-19)
1870,1759.0,0.0,,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,1759,BIHS households,Round 3 (2018-19)
1871,1760.0,9.0,21.0,2.0,Yes,1,81.0,3.0,18.0,13.0,Completed class II,Completed class II,Never attended school,Never attended school,16.0,Completed class V,Never attended school,Yes,Agricultural day labor,Yes,0.0,2.0,40000.0,0.0,7000.0,100000.0,0.0,0.0,0.0,Out of fear of harassment by boys/men,Marriage proposals were coming for her,"Economic condition was poor to support her (food, education,",9.0,25.0,,1760,BIHS households,Round 3 (2018-19)
1872,1761.0,0.0,,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,1761,BIHS households,Round 3 (2018-19)
1873,1762.0,0.0,,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,1762,BIHS households,Round 3 (2018-19)
1874,1763.0,14.0,50.0,1.0,Yes,1,81.0,2.0,20.0,13.0,Completed class V,Completed class V,Completed class V,Completed class V,14.0,Never attended school,Never attended school,Yes,Agricultural day labor,Yes,0.0,0.0,0.0,0.0,100000.0,1300000.0,0.0,0.0,0.0,Marriage proposals were coming for her,"Economic condition was poor to support her (food, education,",Thought the groom was very good and they might not get such,14.0,54.0,,1763,BIHS households,Round 3 (2018-19)
1875,1764.0,9.0,2.0,2.0,Yes,1,81.0,3.0,24.0,12.0,SSC/ Dakhil,SSC/ Dakhil,Completed class VIII,Completed class VIII,16.0,Never attended school,Never attended school,Yes,Share cropper/tenant,Yes,3.0,0.0,0.0,0.0,0.0,Don?t know,300000.0,0.0,0.0,Thought the groom was very good and they might not get such,Marriage proposals were coming for her,,9.0,5.0,,1764,BIHS households,Round 3 (2018-19)
1876,1765.0,0.0,,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,1765,BIHS households,Round 3 (2018-19)
1877,1766.0,0.0,,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,1766,BIHS households,Round 3 (2018-19)
1878,1767.0,0.0,,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,1767,BIHS households,Round 3 (2018-19)
1879,1769.0,9.0,28.0,1.0,Yes,1,81.0,2.0,23.0,13.0,Completed class VII,Completed class VII,Never attended school,Never attended school,20.0,Never attended school,Never attended school,Yes,Medium trader (shop or small store),Yes,0.0,1.0,0.0,0.0,40000.0,10000.0,0.0,0.0,0.0,Not applicable; she was married after turning 18,,,9.0,32.0,,1769,BIHS households,Round 3 (2018-19)
1880,1770.0,0.0,,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,1770,BIHS households,Round 3 (2018-19)
1881,1771.0,0.0,,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,1771,BIHS households,Round 3 (2018-19)
1882,1772.0,0.0,,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,1772,BIHS households,Round 3 (2018-19)
1883,1773.0,9.0,2.0,2.0,Yes,1,81.0,4.0,29.0,12.0,SSC/ Dakhil,SSC/ Dakhil,SSC/ Dakhil,SSC/ Dakhil,16.0,Completed class V,Completed class VI,Yes,Medium trader (shop or small store),Yes,2.0,3.0,0.0,300000.0,200000.0,600000.0,0.0,0.0,0.0,Thought the groom was very good and they might not get such,,,9.0,6.0,,1773,BIHS households,Round 3 (2018-19)
1884,1774.0,0.0,,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,1774,BIHS households,Round 3 (2018-19)
1885,1775.11,0.0,,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,1775.1.1,BIHS households,Round 3 (2018-19)
1886,1775.12,0.0,,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,1775.1.2,BIHS households,Round 3 (2018-19)
1887,1775.2,0.0,,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,1775.2,BIHS households,Round 3 (2018-19)
1888,1775.3,0.0,,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,1775.3,BIHS households,Round 3 (2018-19)
1889,1776.0,0.0,,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,1776,BIHS households,Round 3 (2018-19)
1890,1777.0,0.0,,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,1777,BIHS households,Round 3 (2018-19)
1891,1778.0,9.0,0.0,2.0,Yes,1,81.0,3.0,29.0,13.0,Completed class V,Completed class V,Never attended school,Never attended school,24.0,Never attended school,Never attended school,No,,Yes,1.0,6.0,0.0,0.0,10000.0,100000.0,0.0,0.0,0.0,Not applicable; she was married after turning 18,,,9.0,12.0,,1778,BIHS households,Round 3 (2018-19)
1892,1779.0,0.0,,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,1779,BIHS households,Round 3 (2018-19)
1893,1780.0,0.0,,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,1780,BIHS households,Round 3 (2018-19)
1894,1781.0,0.0,,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,1781,BIHS households,Round 3 (2018-19)
1895,1782.0,0.0,,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,1782,BIHS households,Round 3 (2018-19)
1896,1783.0,0.0,,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,1783,BIHS households,Round 3 (2018-19)
1897,1784.0,0.0,,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,1784,BIHS households,Round 3 (2018-19)
1898,1786.0,0.0,,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,1786,BIHS households,Round 3 (2018-19)
1899,1787.0,0.0,,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,1787,BIHS households,Round 3 (2018-19)
1900,1788.0,0.0,,,Yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,1788,BIHS households,Round 3 (2018-19)
